기업명,문의 일자,진행 날짜,상태,진행 팀,담당자,문의경로,공간,디자인 팀,"제안서, 견적서"
신세계디에프,2025-02-14,,취소,기획조정팀,,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67aeb1f6329ed32306df0d52/download, https://task-api.office.hiworks.com/v1/attached-files/67aeb1f6329ed32306df0d53/download, https://task-api.office.hiworks.com/v1/attached-files/67aeb1f6329ed32306df0d54/download"
국내항공사,2025-02-14,,연기,기획조정팀,,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/67aed3411d536c0e0138599c/download, https://task-api.office.hiworks.com/v1/attached-files/67aed3411d536c0e0138599d/download, https://task-api.office.hiworks.com/v1/attached-files/67aed3411d536c0e0138599e/download, https://task-api.office.hiworks.com/v1/attached-files/67aed3411d536c0e0138599f/download"
한국여성인권진흥원,2025-02-14,,연기,기획조정1팀,이서호,전화,,,
오픈마인드,2025-02-14,,취소,기획조정1팀,한보라,전화,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67aee9f38e88dc2d75fdb299/download, https://task-api.office.hiworks.com/v1/attached-files/67aee9f38e88dc2d75fdb29a/download"
비상교육,2025-02-06,,취소,기획조정팀,,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67b2812f5b9d14499ee8c4da/download, https://task-api.office.hiworks.com/v1/attached-files/67b2812f5b9d14499ee8c4db/download"
BGF로지스(아로마),2025-02-14,2025-03-19,진행 완료,기획조정1팀,이서호,홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67b285868e88dc2d75fdcc54/download, https://task-api.office.hiworks.com/v1/attached-files/67b285868e88dc2d75fdcc55/download"
한국보건의료정보원,2025-02-12,,취소,기획조정팀,,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67b288ca329ed32306df291a/download, https://task-api.office.hiworks.com/v1/attached-files/67b288ca329ed32306df291b/download"
동방,2025-02-11,2025-04-01,진행 완료,기획조정팀,,홈페이지,,,
경복대학교,2025-02-19,,취소,기획조정팀,,카카오톡,,,https://task-api.office.hiworks.com/v1/attached-files/67b58fde329ed32306df564a/download
한국 솔타,2025-02-19,,취소,기획조정팀,,카카오톡,,,
인텐스랩,2025-02-21,,취소,기획조정1팀,이서호,,,,
동원리더스아카데미,2025-02-21,,취소,기획조정팀,,전화,,,
힐스팻,2025-02-20,,취소,기획조정팀,,개인,,,
페이민트 주식회사,2025-02-25,2025-03-21,진행 완료,기획조정팀,안광열,홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67becdbdac1ddd0f1c6697b0/download, https://task-api.office.hiworks.com/v1/attached-files/67becdbdac1ddd0f1c6697b1/download"
(주)하미글로벌,2025-02-25,,취소,기획조정1팀,조민채,전화,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/6875a8f316468719a294ea1a/download, https://task-api.office.hiworks.com/v1/attached-files/6875a8f316468719a294ea1b/download"
디씨씨이엔티,2025-02-26,2025-03-12,진행 완료,기획조정1팀,한보라,홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67bed370ac1ddd0f1c669842/download, https://task-api.office.hiworks.com/v1/attached-files/67bed370ac1ddd0f1c669843/download"
홈앤쇼핑,2025-02-27,2025-09-18,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67c0031cde31fb335c7145fb/download, https://task-api.office.hiworks.com/v1/attached-files/67c0031cde31fb335c7145fc/download"
한국보육진흥원(6/19),2025-02-27,2025-06-19,진행 완료,기획조정1팀,"안광열, 한보라",,,,"https://task-api.office.hiworks.com/v1/attached-files/67c023f900da59233a4a97d2/download, https://task-api.office.hiworks.com/v1/attached-files/67c023f900da59233a4a97d3/download, https://task-api.office.hiworks.com/v1/attached-files/67c023f900da59233a4a97d4/download"
프로퍼커뮤니케이션,2025-02-27,2025-07-03,진행 완료,기획조정1팀,"이서호, 한보라",홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67d0e8715d687a42e5fda49e/download, https://task-api.office.hiworks.com/v1/attached-files/67d0e8715d687a42e5fda49f/download"
부산 중소기업(대대행),2025-02-27,,취소,기획조정팀,,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/67c9744f2e22e702dd491b84/download, https://task-api.office.hiworks.com/v1/attached-files/67c9744f2e22e702dd491b85/download"
참트레이딩,2025-02-25,2025-05-15,진행 완료,기획조정팀,,,,,"https://task-api.office.hiworks.com/v1/attached-files/67c10e5e7cb4753d779885e9/download, https://task-api.office.hiworks.com/v1/attached-files/67c10e5e7cb4753d779885ea/download, https://task-api.office.hiworks.com/v1/attached-files/67c10e5e7cb4753d779885eb/download, https://task-api.office.hiworks.com/v1/attached-files/67c10e5e7cb4753d779885ec/download, https://task-api.office.hiworks.com/v1/attached-files/67cfe0455dc90f2603405c3e/download"
블랙스톤 법률사무소,2025-02-28,,취소,기획조정1팀,한보라,홈페이지,,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67c66299c727cf54be1e3746/download, https://task-api.office.hiworks.com/v1/attached-files/67c66299c727cf54be1e3747/download"
라이빅,2025-02-28,,취소,기획조정1팀,"이서호, 한보라",전화,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67c662d02e22e702dd48e40a/download, https://task-api.office.hiworks.com/v1/attached-files/67c662d02e22e702dd48e40b/download"
이마트,2025-02-28,2025-03-27,진행 완료,기획조정팀,안광열,개인,,,
하남시청 친환경사업소 하수도과,2025-03-04,2025-04-10,진행 완료,기획조정팀,"안광열, 한보라",홈페이지,,,
중소기업 기술 정보 진흥원,2025-03-04,,취소,기획조정2팀,,전화,요청 없음,요청 없음,
에스에스테크널러지,2025-03-05,,연기,기획조정팀,안광열,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/67cab0b22d2ec73ddd59ad60/download, https://task-api.office.hiworks.com/v1/attached-files/67cab0b22d2ec73ddd59ad61/download"
중앙청년지원센터,2025-03-05,,취소,기획조정팀,,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67c7fb3a2e22e702dd490072/download, https://task-api.office.hiworks.com/v1/attached-files/67c7fb3a2e22e702dd490073/download"
경기도자살예방센터,2025-03-05,,연기,기획조정2팀,공준희,홈페이지,,,
SK에너지,2025-03-06,2025-03-31,진행 완료,기획조정팀,,홈페이지,,,
(주)삼표산업,2025-03-06,2025-04-24,진행 완료,기획조정팀,"안광열, 이서호",전화,,,
인천대교(주),2025-03-07,2025-04-02,진행 완료,기획조정팀,안광열,홈페이지,,,
한국수력원자력(조직소통),2025-03-07,2025-03-28,진행 완료,기획조정팀,"안광열, 김송희",전화,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67caafe776a4c66af09dd01e/download, https://task-api.office.hiworks.com/v1/attached-files/67d233a27a7c482d6e546af9/download"
유유제약,2025-03-07,,연기,기획조정팀,"안광열, 김송희",홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67cab06976a4c66af09dd02c/download, https://task-api.office.hiworks.com/v1/attached-files/67cab06976a4c66af09dd02d/download"
타라티피에스,2025-03-10,,취소,기획조정1팀,"안광열, 이서호",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67cf80ce2e22e702dd495e3d/download, https://task-api.office.hiworks.com/v1/attached-files/67cf80ce2e22e702dd495e3e/download, https://task-api.office.hiworks.com/v1/attached-files/67e204278b5111610dff81b9/download, https://task-api.office.hiworks.com/v1/attached-files/67e204278b5111610dff81ba/download"
낸시투어(대대행),2025-03-11,,취소,기획조정팀,"안광열, 이서호",전화,,,
㈜제로엑스플로우,2025-03-11,,취소,기획조정팀,,홈페이지,,,https://task-api.office.hiworks.com/v1/attached-files/67cffe795dc90f2603405f50/download
서울인쇄조합,2025-03-11,,취소,기획조정팀,안광열,홈페이지,요청 없음,요청 없음,
능곡초등학교,2025-03-12,,취소,기획조정1팀,이서호,전화,,,
HLB글로벌 서울지점,2025-03-12,,연기,기획조정1팀,이서호,,,,"https://task-api.office.hiworks.com/v1/attached-files/67ecf6fe1c8b907ab80c078d/download, https://task-api.office.hiworks.com/v1/attached-files/67ecf6fe1c8b907ab80c078e/download"
BGF로지스(광석레이스),2025-03-04,2025-04-09,진행 완료,기획조정1팀,이서호,개인,,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67d238465dc90f26034089a5/download, https://task-api.office.hiworks.com/v1/attached-files/67d238465dc90f26034089a6/download"
용인시청,2025-03-13,,취소,기획조정1팀,이서호,홈페이지,,,
아티언스(주),2025-03-14,2025-03-20,진행 완료,기획조정1팀,한보라,카카오톡,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67d3c4b85dc90f260340b4e2/download, https://task-api.office.hiworks.com/v1/attached-files/67d3c4b85dc90f260340b4e3/download"
지능형자동차부품진흥원,2025-03-14,,취소,기획조정1팀,이서호,,,,
에듀앤,2025-03-14,,취소,기획조정1팀,이서호,전화,,,
카카오뱅크,2025-03-17,2025-04-11,진행 완료,기획조정1팀,"이서호, 한보라",,공간 계약 완료,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67d8c4f35dc90f260340e6c0/download, https://task-api.office.hiworks.com/v1/attached-files/67d8c4f35dc90f260340e6c1/download"
아토플래닛,2025-03-17,,취소,기획조정1팀,"이서호, 한보라",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/67d8c51f7a7c482d6e549de4/download, https://task-api.office.hiworks.com/v1/attached-files/67d8c51f7a7c482d6e549de5/download"
마포구청,2025-02-18,2025-04-14,진행 완료,기획조정1팀,"안광열, 한보라",전화,공간 계약 완료,,"https://task-api.office.hiworks.com/v1/attached-files/67d9013a7a7c482d6e54a27a/download, https://task-api.office.hiworks.com/v1/attached-files/67d9013a7a7c482d6e54a27b/download"
참트레이딩,2025-03-19,2025-06-18,진행 완료,기획조정팀,,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/683587a5500dc948b1b5ec96/download, https://task-api.office.hiworks.com/v1/attached-files/683587a5500dc948b1b5ec97/download, https://task-api.office.hiworks.com/v1/attached-files/684a304c227853018b8e0347/download"
카톨릭대학교 은평성모병원,2025-03-19,,취소,기획조정1팀,"이서호, 한보라",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/67da89b25dc90f260340ffab/download, https://task-api.office.hiworks.com/v1/attached-files/67da89b25dc90f260340ffac/download"
스튜디오미르,2025-03-19,,취소,기획조정1팀,이서호,전화,,,
금융결제원,2025-03-20,2025-04-14,진행 완료,기획조정팀,안광열,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67db7165ec00da28a96eefeb/download, https://task-api.office.hiworks.com/v1/attached-files/67db7165ec00da28a96eefec/download"
소키씨앤티,2025-03-20,2025-04-17,진행 완료,기획조정1팀,"이서호, 한보라",홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67db946c7a7c482d6e54cd86/download, https://task-api.office.hiworks.com/v1/attached-files/67db946c7a7c482d6e54cd87/download"
피엠인터내셔널,2025-03-20,2025-04-10,진행 완료,기획조정팀,,전화,,,
공영홈쇼핑,2025-03-20,2025-04-29,진행 완료,기획조정1팀,"이서호, 한보라",전화,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67dbcd23b29d2b62a20d11f5/download, https://task-api.office.hiworks.com/v1/attached-files/67dbcd23b29d2b62a20d11f6/download"
연세대학교(공간문의),2025-03-20,,취소,기획조정팀,,홈페이지,,,
BGF로지스(가죽지갑),2025-03-21,2025-04-25,진행 완료,기획조정1팀,이서호,개인,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67e0b0235dc90f2603413a80/download, https://task-api.office.hiworks.com/v1/attached-files/67e0b0235dc90f2603413a81/download"
유진테크(삼성상무의뢰건),2025-03-24,2025-05-09,진행 완료,기획조정1팀,김병태,개인,,,
NHR,2025-03-24,,취소,기획조정1팀,안광열,,,,
삼일회계법인 교육팀,2025-03-24,,취소,기획조정팀,안광열,홈페이지,,,
사물인터넷 혁신융합대학사업단,2025-03-20,,취소,기획조정팀,안광열,,,,"https://task-api.office.hiworks.com/v1/attached-files/680f0719da43d57ba5fb36dc/download, https://task-api.office.hiworks.com/v1/attached-files/680f0728bbcc28186d4c9b0b/download"
레드캡마이스(대대행),2025-03-25,,취소,기획조정팀,,홈페이지,,,
애니어그램 (고객사명x),2025-03-25,,취소,기획조정1팀,이서호,카카오톡,공간 계약 완료,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67e2757be504770193a17a54/download, https://task-api.office.hiworks.com/v1/attached-files/67e2757be504770193a17a55/download"
고려대학교 정보보호대학원,2025-03-26,,취소,기획조정팀,,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67ec9378e6a7101bf2a9052c/download, https://task-api.office.hiworks.com/v1/attached-files/67ec9378e6a7101bf2a9052d/download"
웨어밸리,2025-03-26,,취소,기획조정1팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67e6626036f4ec516559d0e1/download, https://task-api.office.hiworks.com/v1/attached-files/67e6626036f4ec516559d0e2/download"
캐치테이블,2025-03-26,,취소,기획조정1팀,이서호,홈페이지,,,
서울자립전담지원센터,2025-03-27,,취소,기획조정팀,,전화,,,
주식회사 무궁화,2025-03-27,,취소,기획조정팀,,홈페이지,,,
코레일로지스(주),2025-03-27,2025-05-07,진행 완료,기획조정팀,,홈페이지,,,
Beckman Coulter,2025-03-27,2025-04-10,진행 완료,기획조정팀,,홈페이지,,,
이노와이어리스-빅데이터플랫폼개발팀,2025-03-27,2025-04-25,진행 완료,기획조정팀,,카카오톡,,,
한국선급,2025-03-28,,취소,기획조정팀,"안광열, 김송희",홈페이지,요청 없음,요청 없음,"https://task-api.office.hiworks.com/v1/attached-files/67e5fe0e409e972b5b6dd41e/download, https://task-api.office.hiworks.com/v1/attached-files/67e5fe0e409e972b5b6dd41f/download"
트립닷컴코리아,2025-03-27,,취소,기획조정팀,"안광열, 김송희",홈페이지,요청 없음,요청 없음,
한국생산성본부(대대행),2025-03-28,,취소,기획조정2팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/67ecd8797b7d2c7d9eeafca1/download, https://task-api.office.hiworks.com/v1/attached-files/67ecd8aee6a7101bf2a90b54/download"
JT International Korea,2025-03-31,2025-07-17,진행 완료,기획조정팀,"안광열, 이서호",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/684a306e227853018b8e034f/download, https://task-api.office.hiworks.com/v1/attached-files/684a306e227853018b8e0350/download"
성신여자대학교 교수학습지원팀,2025-03-31,2025-05-09,진행 완료,기획조정팀,,홈페이지,,,
한화시스템,2025-03-31,,취소,기획조정팀,,홈페이지,,,
IQVIA,2025-04-01,,연기,기획조정팀,안광열,홈페이지,,,
아이티로그인,2025-04-02,,취소,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/67edd34d36f4ec51655a40e2/download, https://task-api.office.hiworks.com/v1/attached-files/67edd34d36f4ec51655a40e3/download"
카카오엔터테인먼트,2025-04-02,,취소,기획조정1팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/67ee3d0c36f4ec51655a4bff/download, https://task-api.office.hiworks.com/v1/attached-files/67ee3d0c36f4ec51655a4c00/download, https://task-api.office.hiworks.com/v1/attached-files/67ee3d0c36f4ec51655a4c01/download, https://task-api.office.hiworks.com/v1/attached-files/67ee3d0c36f4ec51655a4c02/download"
